split	id	before	after	chars_found
devtest	196	Yella yesεa akken 20 n yiseggasen di leεmeṛ-is. Deg tefyirt, Bieber yenna-d "[ɣ]as akken ur ḥḍireɣ ur ttekkaɣ s wudem ussrid deg twaɣit, axemmem-iw d ddεawi-inu atnid ɣer twacult n teɣtest."	Yella yesɛa akken 20 n yiseggasen di leɛmeṛ-is. Deg tefyirt, Bieber yenna-d "[ɣ]as akken ur ḥḍireɣ ur ttekkaɣ s wudem ussrid deg twaɣit, axemmem-iw d ddɛawi-inu atnid ɣer twacult n teɣtest."	ε
devtest	197	Asmel web n yisalen n unecraḥ TMZ tefhem d akken amseknaw yeḥbes takeṛṛust-is di tama niḍen n Uzeglel Sebulfeda yerna yeεreḍ ad yeṭṭef tiwlafin n temsulta mi ḥebsen uqbel ad yezger abrid akken ad ikemmel, d ayen yeǧǧan afesyan n Tanabadt n Ubrid n Kalifurnya ad yesseḥbes tikeṛṛyas yerna yenna-as ad yezger, sin iberdan.	Asmel web n yisalen n unecraḥ TMZ tefhem d akken amseknaw yeḥbes takeṛṛust-is di tama niḍen n Uzeglel Sebulfeda yerna yeɛreḍ ad yeṭṭef tiwlafin n temsulta mi ḥebsen uqbel ad yezger abrid akken ad ikemmel, d ayen yeǧǧan afesyan n Tanabadt n Ubrid n Kalifurnya ad yesseḥbes tikeṛṛyas yerna yenna-as ad yezger, sin iberdan.	ε
devtest	198	Γef leḥsab n temsulta, anehhar n tkeṛṛust iḥuzan amseknaw-nni yezmer ur yettucareε ara.	Ɣef leḥsab n temsulta, anehhar n tkeṛṛust iḥuzan amseknaw-nni yezmer ur yettucareɛ ara.	Γ,ε
devtest	355	Agensa yettwaceyyeɛ ɣer wallun s umissil. Imassanen sexdamen itilskuben deg wallun acku inezwi n lqaɛa yesseεwaj tafat d tmuɣli-nneɣ.	Agensa yettwaceyyeɛ ɣer wallun s umissil. Imassanen sexdamen itilskuben deg wallun acku inezwi n lqaɛa yesseɛwaj tafat d tmuɣli-nneɣ.	ε
devtest	385	Γas akken tuget n wučči-nsen yettemcabi ɣer winna-nneɣ, Ṛuman sεan amur-nsen n yiferdisen n wučči yessewhamen d warunnimen, am yilef aweḥci, afrux n ṭawes, iεuṛas, d wanaw n temseɣẓaẓ i wumi qqaren iɣerdayen lwar	Ɣas akken tuget n wučči-nsen yettemcabi ɣer winna-nneɣ, Ṛuman sɛan amur-nsen n yiferdisen n wučči yessewhamen d warunnimen, am yilef aweḥci, afrux n ṭawes, iɛuṛas, d wanaw n temseɣẓaẓ i wumi qqaren iɣerdayen lwar	Γ,ε
devtest	386	Amgired niḍen yellan d akken mi tetten imdanen igellilen d tmeṭṭut učči-nsen s yiɣimi ɣef tesɣimin, irgazen inesbuɣar ḥemmlen ad asεun idrawen akken anda ad qnajjṛen ɣer tamiwin-nsen mi tetten tiram-nsen.	Amgired niḍen yellan d akken mi tetten imdanen igellilen d tmeṭṭut učči-nsen s yiɣimi ɣef tesɣimin, irgazen inesbuɣar ḥemmlen ad asɛun idrawen akken anda ad qnajjṛen ɣer tamiwin-nsen mi tetten tiram-nsen.	ε
devtest	388	D amedya, ur sεin ara akbal, neɣ ṭumaṭic, neɣ lbaṭaṭa, neɣ lkakau, yerna ur yelli Aṛumi aqbur iεerḍen adandu.	D amedya, ur sɛin ara akbal, neɣ ṭumaṭic, neɣ lbaṭaṭa, neɣ lkakau, yerna ur yelli Aṛumi aqbur iɛerḍen adandu.	ε
devtest	390	Imdanen ttawin-d tiɣeṛsawin i yilluyen dɣa ibabaṣen εeṛṛḍen ad asen-fken ayen bɣan i yilluyen s tfulga d tfaskiwin.	Imdanen ttawin-d tiɣeṛsawin i yilluyen dɣa ibabaṣen ɛeṛṛḍen ad asen-fken ayen bɣan i yilluyen s tfulga d tfaskiwin.	ε
devtest	391	Yal afakan yesεa abṛaḥ n ufakan yeldin akked wadeg uɣṛis ḥala ibabaṣen izemren ad t-ikecmen.	Yal afakan yesɛa abṛaḥ n ufakan yeldin akked wadeg uɣṛis ḥala ibabaṣen izemren ad t-ikecmen.	ε
devtest	400	Γas akken yal tamurt d "Taskundinafit", llant aṭas n tmeẓliwin gar imezdaɣ, igelliden, ansayen d umezruy n Denmark, Swid, Nuṛwi d Island.	Ɣas akken yal tamurt d "Taskundinafit", llant aṭas n tmeẓliwin gar imezdaɣ, igelliden, ansayen d umezruy n Denmark, Swid, Nuṛwi d Island.	Γ
devtest	402	Maca, ur telli d tidett. Γas akken tella tɣawsa yettwajerden ɣer deffir n warrat, ur telli d takarḍa n ugerruj.	Maca, ur telli d tidett. Ɣas akken tella tɣawsa yettwajerden ɣer deffir n warrat, ur telli d takarḍa n ugerruj.	Γ
devtest	404	Γas akken ur yelli win yetḥeqqen deg win i t-ijerrden, yettwassen d akken zik di tudert-is, arrat-nni tidsi ahrawan (yesket 29¾ n yinchen ɣef 24½ n yinchen) yerna yenneḍ i wakken ad yettwajmeε.	Ɣas akken ur yelli win yetḥeqqen deg win i t-ijerrden, yettwassen d akken zik di tudert-is, arrat-nni tidsi ahrawan (yesket 29¾ n yinchen ɣef 24½ n yinchen) yerna yenneḍ i wakken ad yettwajmeɛ.	Γ,ε
devtest	406	Azḍam n Wass-Nni d imennuɣen i d-yernan wwin-d tilelli i ugafa n Franṣa, maca anẓul urεad yelli d ilelli.	Azḍam n Wass-Nni d imennuɣen i d-yernan wwin-d tilelli i ugafa n Franṣa, maca anẓul urɛad yelli d ilelli.	ε
devtest	408	Di 15 Γuct 1940, Imsisan nebzen tama n unẓul n Franṣa, anbaz semman-as "Tamhelt Dragun".	Di 15 Ɣuct 1940, Imsisan nebzen tama n unẓul n Franṣa, anbaz semman-as "Tamhelt Dragun".	Γ
devtest	412	Iɣuṛam d lejdud n yeɣlanen. Adles n tɣeṛma anamek-is asεeddi n tmussni seg tsuta ɣer tayeḍ, d later adelsan ad idummen yerna d asnezwi iεedlen.	Iɣuṛam d lejdud n yeɣlanen. Adles n tɣeṛma anamek-is asɛeddi n tmussni seg tsuta ɣer tayeḍ, d later adelsan ad idummen yerna d asnezwi iɛedlen.	ε
devtest	415	Aseqqamu txuṣ-it tezmert i wakken ad iqelled tiẓeṭṭaḍin, yerna, acku ur llint tnabaḍin tiselkamin neɣ tiɣedmanin tiɣelnawin, yebna ɣef tnabaḍin n uwanek, i yettagin ad εiwnent, i wakken ad sḥersent akk arraten-is.	Aseqqamu txuṣ-it tezmert i wakken ad iqelled tiẓeṭṭaḍin, yerna, acku ur llint tnabaḍin tiselkamin neɣ tiɣedmanin tiɣelnawin, yebna ɣef tnabaḍin n uwanek, i yettagin ad ɛiwnent, i wakken ad sḥersent akk arraten-is.	ε
devtest	416	Ur yesεi ara ula d tissas i wakken ad isεeddi isuḍaf iẓeṭṭanen d tedrimt gar iwunak.	Ur yesɛi ara ula d tissas i wakken ad isɛeddi isuḍaf iẓeṭṭanen d tedrimt gar iwunak.	ε
devtest	418	Taɣlemt taɣelnawt n dabex n uḍar n Ṭelyan, akked terbaεt taɣelnawt Talalmanit n dabex n uḍar d tarbaεt tis snat irebḥen akk deg umaḍal yerna d ilɣuɣen n Teqbuct n Umaḍal FIFA di 2006.	Taɣlemt taɣelnawt n dabex n uḍar n Ṭelyan, akked terbaɛt taɣelnawt Talalmanit n dabex n uḍar d tarbaɛt tis snat irebḥen akk deg umaḍal yerna d ilɣuɣen n Teqbuct n Umaḍal FIFA di 2006.	ε
devtest	422	Γef tmazdayt/ugraw n tegzirin i tesεa Jabu, Jabu zgan qqaren-as, s wudem arakalan, d "agraw n tegzirin"	Ɣef tmazdayt/ugraw n tegzirin i tesɛa Jabu, Jabu zgan qqaren-as, s wudem arakalan, d "agraw n tegzirin"	Γ,ε
devtest	423	Tazwara n Taywan yella-d deg tasut tis 15 anda sεeddayen yemsilal Urufiyen si wa ɣer wa isem n tegzirt d Ilha Furmusa, neɣ tigzirt tahuskant.	Tazwara n Taywan yella-d deg tasut tis 15 anda sɛeddayen yemsilal Urufiyen si wa ɣer wa isem n tegzirt d Ilha Furmusa, neɣ tigzirt tahuskant.	ε
devtest	427	Maču Biču yesεa kraḍ n tɣessiwin tigejdanin, isem-nsent Intihuatana, Afakan n Yiṭij, d Texxamt n Kraḍ n Ṭwiqan.	Maču Biču yesɛa kraḍ n tɣessiwin tigejdanin, isem-nsent Intihuatana, Afakan n Yiṭij, d Texxamt n Kraḍ n Ṭwiqan.	ε
devtest	428	Tuget n yizudaɣ i qrib ad ɣlin n wadeg εawden-asen lebni i wakken ad sεun imerrayen tikti tamawayt ɣef wamek i d-banen di laṣel.	Tuget n yizudaɣ i qrib ad ɣlin n wadeg ɛawden-asen lebni i wakken ad sɛun imerrayen tikti tamawayt ɣef wamek i d-banen di laṣel.	ε
devtest	429	Di tazwara n 1976, afmiḍi n kraḍ n tmerwin n Maču Biču εawden-as yerna mazal as-ttεawaden er tura.	Di tazwara n 1976, afmiḍi n kraḍ n tmerwin n Maču Biču ɛawden-as yerna mazal as-ttɛawaden er tura.	ε
devtest	434	Aṭas n talɣiwin timagnutin (Tawacult n talɣiwin ABS, d amedya) εedlen neɣ qrib ad yaweḍ timeẓri-agi n teɣzi d tehri.	Aṭas n talɣiwin timagnutin (Tawacult n talɣiwin ABS, d amedya) ɛedlen neɣ qrib ad yaweḍ timeẓri-agi n teɣzi d tehri.	ε
devtest	445	Imi tella-d tiririt yesεan tilas ɣef ttiknit-agi, Lalman turǧa tiririt am tagi i trad-nsen n tneṭṭabin ur nesεi tilas.	Imi tella-d tiririt yesɛan tilas ɣef ttiknit-agi, Lalman turǧa tiririt am tagi i trad-nsen n tneṭṭabin ur nesɛi tilas.	ε
devtest	446	Deg yiseggasen n 1920, adduden icuεen n tuget n yiɣeṛmanen d yeɣlanen d talwit akked uεzal n yiman.	Deg yiseggasen n 1920, adduden icuɛen n tuget n yiɣeṛmanen d yeɣlanen d talwit akked uɛzal n yiman.	ε
devtest	450	Ccinwa taqburt tesεa tamamekt taselyant i wakken ad mlen talliyin n wakud yemgaraden; yal amecwaṛ n Ccinwa neɣ yal tawacult i yellan deg leḥkem d tallit tageldant tusdidt.	Ccinwa taqburt tesɛa tamamekt taselyant i wakken ad mlen talliyin n wakud yemgaraden; yal amecwaṛ n Ccinwa neɣ yal tawacult i yellan deg leḥkem d tallit tageldant tusdidt.	ε
devtest	452	Di talliyin-agi yella-d ṭraḍ aqessḥan gar waṭas n yihaggaren yettnaɣen ɣef lεerc.	Di talliyin-agi yella-d ṭraḍ aqessḥan gar waṭas n yihaggaren yettnaɣen ɣef lɛerc.	ε
devtest	453	Kraḍ n Tgeldiwin d tallit zewwaɣen seg yidammen deg umezruy n Ccinwa Taqburt igiman n yemdanen yemmuten s umennuɣ i wakken ad qqimen ɣef ufeqqim εlayen akk deg uɣṛem ameqqran di Ksi'an.	Kraḍ n Tgeldiwin d tallit zewwaɣen seg yidammen deg umezruy n Ccinwa Taqburt igiman n yemdanen yemmuten s umennuɣ i wakken ad qqimen ɣef ufeqqim ɛlayen akk deg uɣṛem ameqqran di Ksi'an.	ε
devtest	454	Llan aṭas n yisemda imettiyen d isertiyen am usexdem n yinagrawen imitriyen, aεeddi seg umagdez ɣer tegduda, taɣelnaẓrit d teflest d akken tamurt d ayla n ugdud mačči n yiwen kan n uselway.	Llan aṭas n yisemda imettiyen d isertiyen am usexdem n yinagrawen imitriyen, aɛeddi seg umagdez ɣer tegduda, taɣelnaẓrit d teflest d akken tamurt d ayla n ugdud mačči n yiwen kan n uselway.	ε
devtest	460	Imi d-yella ɣef tqacuct n yiwen seg yidurar n ugafa n Mekka, ifri tettwaεzel s wudem ummid seg umaḍal.	Imi d-yella ɣef tqacuct n yiwen seg yidurar n ugafa n Mekka, ifri tettwaɛzel s wudem ummid seg umaḍal.	ε
devtest	461	S tidet, ur tezmireḍ ara ad t-tafeḍ akk ɣas lukan yella win yeẓran yella. Mi ara tiliḍ s daxel n yifri, d aεzal ummid.	S tidet, ur tezmireḍ ara ad t-tafeḍ akk ɣas lukan yella win yeẓran yella. Mi ara tiliḍ s daxel n yifri, d aɛzal ummid.	ε
devtest	464	Bnan-tt Imaṣriyen deg tasut tis kraḍ Uqbel Talalit n Tmasiḥit, Tazamugt Tameqqrant d yiwet seg tsukiyin n tzumag timeqqranin yettwabnan i wakken ad arren iseɣ i Uferεun yemmuten.	Bnan-tt Imaṣriyen deg tasut tis kraḍ Uqbel Talalit n Tmasiḥit, Tazamugt Tameqqrant d yiwet seg tsukiyin n tzumag timeqqranin yettwabnan i wakken ad arren iseɣ i Uferɛun yemmuten.	ε
devtest	465	Tabraḥt n Giza, neɣ "Timeqbeṛt Giza" deg Uẓaɣar Tamaṣrit n Wid Yemmuten yesεa aṭas n tzumag (anda tella tzamugt tameqqrant d tin imeqqren akk), aṭas n yiẓekwan imecṭaḥ, aṭas n yifakan, d Usfinks ameqqran.	Tabraḥt n Giza, neɣ "Timeqbeṛt Giza" deg Uẓaɣar Tamaṣrit n Wid Yemmuten yesɛa aṭas n tzumag (anda tella tzamugt tameqqrant d tin imeqqren akk), aṭas n yiẓekwan imecṭaḥ, aṭas n yifakan, d Usfinks ameqqran.	ε
devtest	466	Tazamugt tameqqrant tettwabna i wakken ad arren iseɣ i Uferεun Xufu, ma d waṭas n tzumag timecṭaḥ, iẓekwan, d ifakan ttwabnan i wakken ad arren iseɣ i tlawin d iεeggalen n twacult n Xufu.	Tazamugt tameqqrant tettwabna i wakken ad arren iseɣ i Uferɛun Xufu, ma d waṭas n tzumag timecṭaḥ, iẓekwan, d ifakan ttwabnan i wakken ad arren iseɣ i tlawin d iɛeggalen n twacult n Xufu.	ε
devtest	471	Agellid Lwis XVI, Tagellidt Mari Antwanet sin n warraw-nsen imecṭaḥ (Mari Terez yesεan di leεmeṛ-is 11 n yiseggasen d Lwis-Čarls yesεan 4 n yiseggasen di leεmeṛ-is) akked weltma-s n Ugellid, Massa Elizabet, imi ugaden di 6 Tuber 1789 rran-ten ugraw n tlawin n ulzuz si Fersay ɣer Bari.	Agellid Lwis XVI, Tagellidt Mari Antwanet sin n warraw-nsen imecṭaḥ (Mari Terez yesɛan di leɛmeṛ-is 11 n yiseggasen d Lwis-Čarls yesɛan 4 n yiseggasen di leɛmeṛ-is) akked weltma-s n Ugellid, Massa Elizabet, imi ugaden di 6 Tuber 1789 rran-ten ugraw n tlawin n ulzuz si Fersay ɣer Bari.	ε
devtest	472	Deg tcariṭ-nsen, mi unagen d tuɣalin ɣer Bari zzin-asen-d agraw n lɣaci yettuɣun yerna attεeggiḍen aggazen mgal Agellid d Tgellidt.	Deg tcariṭ-nsen, mi unagen d tuɣalin ɣer Bari zzin-asen-d agraw n lɣaci yettuɣun yerna attɛeggiḍen aggazen mgal Agellid d Tgellidt.	ε
devtest	474	Deg yiwen n wakud amaṣlaḍ n ugraw yesḥerrek aqaṛṛu n uεessan ageldan yettwanɣan di Fersay zdat n Tgellidt yugaden.	Deg yiwen n wakud amaṣlaḍ n ugraw yesḥerrek aqaṛṛu n uɛessan ageldan yettwanɣan di Fersay zdat n Tgellidt yugaden.	ε
devtest	486	Tallit n Trumansit tesεa aferdis ameqqran n uεewwel adelsan, d-yekkan seg imura am Gutu, Ficte, d Clegel.	Tallit n Trumansit tesɛa aferdis ameqqran n uɛewwel adelsan, d-yekkan seg imura am Gutu, Ficte, d Clegel.	ε
devtest	487	Deg usatal n Trumansit, tarakalt temsel imdanen, yerna s wakud insayen d yidles icudden ɣer trakalt banen-d, yerna wigi, imi sεan amekkan-nsen deg tmetti, ifen iṣudaf yettwaḥettmen kan akka.	Deg usatal n Trumansit, tarakalt temsel imdanen, yerna s wakud insayen d yidles icudden ɣer trakalt banen-d, yerna wigi, imi sɛan amekkan-nsen deg tmetti, ifen iṣudaf yettwaḥettmen kan akka.	ε
devtest	489	Tamelt-is imi tella d ammas n ulameɣ yebda akken di 400 mbaεd talalit n Sidna Ɛisa yerna tdum alamma d 1100 mbaεd talalit n Sidna Ɛisa.	Tamelt-is imi tella d ammas n ulameɣ yebda akken di 400 mbaɛd talalit n Sidna Ɛisa yerna tdum alamma d 1100 mbaɛd talalit n Sidna Ɛisa.	ε
devtest	490	Yeɣli uẓayeṛ-is deg tmiḍi tis tnac s wudem agejdan imi Inmidagen uɣalen-d wwin-d arazen am leḥrir d iεeqqaṛen yesεan ugar n wazal ɣef wayen i d-ttafen deg wulzuzen n Yibizenṭiyen.	Yeɣli uẓayeṛ-is deg tmiḍi tis tnac s wudem agejdan imi Inmidagen uɣalen-d wwin-d arazen am leḥrir d iɛeqqaṛen yesɛan ugar n wazal ɣef wayen i d-ttafen deg wulzuzen n Yibizenṭiyen.	ε
devtest	493	Di tazwara yesεa udles Abizantini tazrirt meqqren ɣef lebsa deg usamar.	Di tazwara yesɛa udles Abizantini tazrirt meqqren ɣef lebsa deg usamar.	ε
devtest	494	Maca, imi ẓayen imaṭṭafen n teywelt, aɣanen deg umalu ttεeṭṭilen s 25 ɣer 30 n yiseggasen ɣer deffir.	Maca, imi ẓayen imaṭṭafen n teywelt, aɣanen deg umalu ttɛeṭṭilen s 25 ɣer 30 n yiseggasen ɣer deffir.	ε
devtest	497	Tafellaḥt n tudert d anagraw isehlen, tikkwal agaman, s usexdem n zzeriεa n tmurt-nni yettwajemεen i sdukkulen s tuzzya n yirden neɣ timamkin tiḥerfiyin icudden ɣer waya i wakken ad snernin lɣella.	Tafellaḥt n tudert d anagraw isehlen, tikkwal agaman, s usexdem n zzeriɛa n tmurt-nni yettwajemɛen i sdukkulen s tuzzya n yirden neɣ timamkin tiḥerfiyin icudden ɣer waya i wakken ad snernin lɣella.	ε
devtest	499	Idelsan imecṭaḥ jemεen-d imdanen yesεan tidmiyin yettemcabin yettḥassan d akken ttwaεzalen seg yilugan imettiyen yerna fkan-asen tagnit i wakken sneflin anamek n tmagit.	Idelsan imecṭaḥ jemɛen-d imdanen yesɛan tidmiyin yettemcabin yettḥassan d akken ttwaɛzalen seg yilugan imettiyen yerna fkan-asen tagnit i wakken sneflin anamek n tmagit.	ε
devtest	500	Nezmer ad d-neεqel idelsan imecṭaḥ s leεmeṛ, agraw atni, taserkemt, adeg, d/neɣ tuzzuft n yimaṣlaḍen.	Nezmer ad d-neɛqel idelsan imecṭaḥ s leɛmeṛ, agraw atni, taserkemt, adeg, d/neɣ tuzzuft n yimaṣlaḍen.	ε
devtest	501	Tulmisin yesbanayen amek ad tεeqleḍ adles amecṭuḥ zemrent ad ilint d tisnilsanin, tifulkanin, tisɣanin, tisertiyin, tuzzufin, tirakalin, neɣ d asdukkel n yimgan.	Tulmisin yesbanayen amek ad tɛeqleḍ adles amecṭuḥ zemrent ad ilint d tisnilsanin, tifulkanin, tisɣanin, tisertiyin, tuzzufin, tirakalin, neɣ d asdukkel n yimgan.	ε
devtest	502	Imaṣlaḍen n udles amecṭuḥ zgan sbanayen-d attekki-nsen s usexdem azamulan n waɣan yettmaεqalen , am lebsa, tikli, d tmeslayt.	Imaṣlaḍen n udles amecṭuḥ zgan sbanayen-d attekki-nsen s usexdem azamulan n waɣan yettmaɛqalen , am lebsa, tikli, d tmeslayt.	ε
devtest	504	Arrac imecṭaḥ am wigi qqaren-asen d "imulasen" neɣ d iweḥciyen. Kra n warrac imecṭaḥ imulasen qqnen-ten deg uxxam yemdanen (s wudem imezgi d imawlan-nsen); di kra n tejṛutin n usinef n ugrud-agi yella-d imi imawlan ur qbilen ara iɣeblan n tdawsa taɣaṛant d taggagt iweεren n ugrud.	Arrac imecṭaḥ am wigi qqaren-asen d "imulasen" neɣ d iweḥciyen. Kra n warrac imecṭaḥ imulasen qqnen-ten deg uxxam yemdanen (s wudem imezgi d imawlan-nsen); di kra n tejṛutin n usinef n ugrud-agi yella-d imi imawlan ur qbilen ara iɣeblan n tdawsa taɣaṛant d taggagt iweɛren n ugrud.	ε
devtest	508	Imi almad yebnan ɣef usenfar yessishil almad yerna yettara-t yesεa azal, tasuki n leεḍil tεedda akkin i waya.	Imi almad yebnan ɣef usenfar yessishil almad yerna yettara-t yesɛa azal, tasuki n leɛḍil tɛedda akkin i waya.	ε
devtest	509	Tasuki n leεḍil ur telli d tarrayt n ulmad maca d lemεawna i yettεawanen imdanen i yesεan tirmit n ulmad tamaynut am usexdem n useɣzan amaynut n uselkam neɣ tazwara n usenfar amaynut.	Tasuki n leɛḍil ur telli d tarrayt n ulmad maca d lemɛawna i yettɛawanen imdanen i yesɛan tirmit n ulmad tamaynut am usexdem n useɣzan amaynut n uselkam neɣ tazwara n usenfar amaynut.	ε
devtest	510	Wid-agi yettεawanen zemren ad ilin d uhlisen neɣ d ilawen, s wawalen niḍen, aselmad d talɣa n umεiwen maca ula d amessak n lkaɣeḍ n Lbiru Mikrusuft.	Wid-agi yettɛawanen zemren ad ilin d uhlisen neɣ d ilawen, s wawalen niḍen, aselmad d talɣa n umɛiwen maca ula d amessak n lkaɣeḍ n Lbiru Mikrusuft.	ε
devtest	511	Imεiwnen uhlisen llan deg useɣzan yerna llan i wakken ad steqsin, sḥercen, akked ad segzun tisekkirin iweεṛen i yinelmaden ad tent-fehmen s yiman-nsen.	Imɛiwnen uhlisen llan deg useɣzan yerna llan i wakken ad steqsin, sḥercen, akked ad segzun tisekkirin iweɛṛen i yinelmaden ad tent-fehmen s yiman-nsen.	ε
devtest	514	Nettwali d akken Anagraw n Twaculin Yettrebbin d adeg yesεan taɣellist i yigerdan-agi.	Nettwali d akken Anagraw n Twaculin Yettrebbin d adeg yesɛan taɣellist i yigerdan-agi.	ε
devtest	515	Anagraw-nneɣ n twaculin yettrebbin tiṭ-is ad yefk ixxamen yesεan taɣellist, imejjayen yesεan tayri, asinen irekden, d asejji bu taflest.	Anagraw-nneɣ n twaculin yettrebbin tiṭ-is ad yefk ixxamen yesɛan taɣellist, imejjayen yesɛan tayri, asinen irekden, d asejji bu taflest.	ε
devtest	516	Ixxamen n twaculin yettrebbin ilaq ad sεun akk ayen ixuṣṣen deg yixxamen seg ansi id ten-id-yekksen yakan.	Ixxamen n twaculin yettrebbin ilaq ad sɛun akk ayen ixuṣṣen deg yixxamen seg ansi id ten-id-yekksen yakan.	ε
devtest	518	Tulmisin tufṛizin n Internet ṣṣawaḍent ɣer tsektiwin timernanin deg wayen yeεnan tudsa n useqdec akked taḍfi.	Tulmisin tufṛizin n Internet ṣṣawaḍent ɣer tsektiwin timernanin deg wayen yeɛnan tudsa n useqdec akked taḍfi.	ε
devtest	525	Anadi n tasut tis snat n tmerwin yemla-d d akken llan sin n yinawen n ubeddel ajini: udrig d aεinani.	Anadi n tasut tis snat n tmerwin yemla-d d akken llan sin n yinawen n ubeddel ajini: udrig d aɛinani.	ε
devtest	526	Tiḍermas rnant-d abeddel ajini, ma d afran yettekkses-it seg unaw n ubeddel εinani.	Tiḍermas rnant-d abeddel ajini, ma d afran yettekkses-it seg unaw n ubeddel ɛinani.	ε
devtest	528	Beṛṛa di teẓgi, yewεeṛ lḥal i yebki s unagraw n uεebbuḍ-is yeẓẓaḍen am win n wulsiyen i wakken ad yeṣṣaweḍ ayen i d-yeḍleb aminu-acid s yemɣan yellan.	Beṛṛa di teẓgi, yewɛeṛ lḥal i yebki s unagraw n uɛebbuḍ-is yeẓẓaḍen am win n wulsiyen i wakken ad yeṣṣaweḍ ayen i d-yeḍleb aminu-acid s yemɣan yellan.	ε
devtest	530	Imɣan yellan akk i zemren ad d-afen d ibrutinen yellan deg iferrawen d lxeḍra, maca wigi ur yezmir uεebbuḍ-nneɣ n yibkan am nukni ad ten-yexdem siwa ma yella wwan.	Imɣan yellan akk i zemren ad d-afen d ibrutinen yellan deg iferrawen d lxeḍra, maca wigi ur yezmir uɛebbuḍ-nneɣ n yibkan am nukni ad ten-yexdem siwa ma yella wwan.	ε
devtest	531	D anemgal, učči n yiɣersiwen (tiweḍfin, ibaεεac, d tmellalin) mačči kan yeẓẓaḍ-iten uεebbuḍ s tefses, maca ččuren d yibrutinen n tɣara εlayen yesεan akk aminu-asids ilaqen.	D anemgal, učči n yiɣersiwen (tiweḍfin, ibaɛɛac, d tmellalin) mačči kan yeẓẓaḍ-iten uɛebbuḍ s tefses, maca ččuren d yibrutinen n tɣara ɛlayen yesɛan akk aminu-asids ilaqen.	ε
devtest	535	Ma yella tufiḍ iman-ik tettalseḍ acεal n umsaki deg iḍeṣ-ik, tzemreḍ ad t-terreḍ deg yidis nniḍen n texxamt, d ayen ad k-yeǧǧen ad tekkreḍ i wakken ad t-tessexṣiḍ.	Ma yella tufiḍ iman-ik tettalseḍ acɛal n umsaki deg iḍeṣ-ik, tzemreḍ ad t-terreḍ deg yidis nniḍen n texxamt, d ayen ad k-yeǧǧen ad tekkreḍ i wakken ad t-tessexṣiḍ.	ε
devtest	537	Afmiḍi n talwit n daxel i yesεa umdan tcudd s wudem anmengal ɣer ufmiḍi n waddad deg tfekka n umdan d wallaɣ-is.	Afmiḍi n talwit n daxel i yesɛa umdan tcudd s wudem anmengal ɣer ufmiḍi n waddad deg tfekka n umdan d wallaɣ-is.	ε
devtest	540	Abudi Atibitan yebna ɣef ulmad n Budda, maca swessεen-t s ubrid n tayri n mahayana d waṭas n ttekniyin seg Uyuga Ahendi.	Abudi Atibitan yebna ɣef ulmad n Budda, maca swessɛen-t s ubrid n tayri n mahayana d waṭas n ttekniyin seg Uyuga Ahendi.	ε
devtest	541	Di laṣel Abbudi Atibitan d aḥerfi mliḥ. D Ayuga Akundalini, ddeεwat d ubrid n yakk tayri i d-yezzin.	Di laṣel Abbudi Atibitan d aḥerfi mliḥ. D Ayuga Akundalini, ddeɛwat d ubrid n yakk tayri i d-yezzin.	ε
devtest	544	Lalman d acengu icerken deg Trad Amaḍlan 2, d ayen i d-yeglan s tdukkli gar Russ d Yiwunak Yedduklen. Γer taggara n trad amennuɣ n unagraw, akala d yidles yeṣṣaweḍ timura ad nnaɣen.	Lalman d acengu icerken deg Trad Amaḍlan 2, d ayen i d-yeglan s tdukkli gar Russ d Yiwunak Yedduklen. Ɣer taggara n trad amennuɣ n unagraw, akala d yidles yeṣṣaweḍ timura ad nnaɣen.	Γ
devtest	545	Sin n yiseggasen seld taggara n trad, imeddukal iqburen uɣalen tura d iεdawen dɣa tebda Traḍ Aṣemmaḍ.	Sin n yiseggasen seld taggara n trad, imeddukal iqburen uɣalen tura d iɛdawen dɣa tebda Traḍ Aṣemmaḍ.	ε
devtest	548	Maca, iɣawasen-agi qedmen gar yiḍ d wass, anda 800,000 n yiserdasen seg Tredsa Tazewwaɣt n Tdukkla Tasufyit kecmzn yerna xelqen-d inekcumen n Belarussi d Ukren seld mi nebzen tamiwin n usamar n Buland s uεfas n Umsisi n Talwit Riga, Arkawal n War-takeṛṛiḍt n Sufyit-Buland, d yemsisiyen igraɣlanen niḍen, wid yesεan sin n yidisen d wid yesεan ugar n yidisen.	Maca, iɣawasen-agi qedmen gar yiḍ d wass, anda 800,000 n yiserdasen seg Tredsa Tazewwaɣt n Tdukkla Tasufyit kecmzn yerna xelqen-d inekcumen n Belarussi d Ukren seld mi nebzen tamiwin n usamar n Buland s uɛfas n Umsisi n Talwit Riga, Arkawal n War-takeṛṛiḍt n Sufyit-Buland, d yemsisiyen igraɣlanen niḍen, wid yesɛan sin n yidisen d wid yesɛan ugar n yidisen.	ε
devtest	549	Asexdem n yiɣeṛṛuba i wakken ad awin sselεa d tamamekt yelḥan akk i wakken ad zegren imdanen d sselεa ilel.	Asexdem n yiɣeṛṛuba i wakken ad awin sselɛa d tamamekt yelḥan akk i wakken ad zegren imdanen d sselɛa ilel.	ε
